Role,Company,City,Grouped City,State,Month posted,No. of days ago,Level,Job type,Job function,Industry
Data Analyst II,Cerner Corporation,Bengaluru,Bengaluru,Karnataka,November,5,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Hospitals and Health Care"
NMIMS - Data Analyst,NMIMS Global,Mumbai,Mumbai,Maharashtra,November,1,Entry level,Full-time,Information Technology,Education Administration Programs
Assistant Manager - Data Analyst,Pidilite Industries Limited,Mumbai,Mumbai,Maharashtra,November,14,Associate,Full-time,Information Technology,"Food and Beverage Services, Industrial Machinery, and Manufacturing"
Data/Information Mgt Analyst 2 - C10,Citi,Chennai,Chennai,Tamil Nadu,November,28,Not Applicable,Full-time,Information Technology,"Banking, Financial Services, and Investment Banking"
"Analyst, Data","GXO Logistics, Inc.",Mumbai,Mumbai,Maharashtra,November,14,Entry level,Full-time,Information Technology,"Transportation, Logistics and Storage"
Data & Analytics Analyst,NatWest Group,New Delhi,New Delhi,Delhi,August,93,Associate,Full-time,Business Development and Sales,Banking
Data Analyst - Quantitative Support Team,TresVista,Mumbai,Mumbai,Maharashtra,November,28,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Financial Services"
Data Analyst,Collegedunia,Gurgaon,Gurgaon,Haryana,October,31,Entry level,Full-time,Information Technology,IT Services and IT Consulting
Analyst-Data Science,Accenture in India,Mumbai,Mumbai,Maharashtra,November,7,Entry level,Full-time,Research and Strategy/Planning,"IT Services and IT Consulting, Computer Software, and Financial Services"
Data Analyst,iTech Mission Pvt. Ltd.,Delhi,Delhi,Delhi,November,28,Associate,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Internet Publishing"
DATA ANALYST,3RI Technologies Pvt. Ltd.,Pune,Pune,Maharashtra,October,31,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Internet Publishing"
Data/Information Mgt Analyst 2,Citi,Chennai,Chennai,Tamil Nadu,November,28,Not Applicable,Full-time,Information Technology,"Banking, Financial Services, and Investment Banking"
Recruiting System & Data Analyst,Airbnb,Gurgaon,Gurgaon,Haryana,November,21,Not Applicable,Full-time,Information Technology,"Internet Publishing, Travel Arrangements, and Hospitality"
39- Data Research Analyst,Paxcom India (P) Ltd - A Paymentus Company,Delhi,Delhi,Delhi,November,28,Internship,Contract,Information Technology,Computer Software
Data/Information Mgt Analyst 2 - Assistant Manager,Citi,Chennai,Chennai,Tamil Nadu,November,28,Not Applicable,Full-time,Information Technology,"Banking, Financial Services, and Investment Banking"
Data Analyst,Reliance Games,Pune,Pune,Maharashtra,October,31,Entry level,Full-time,Information Technology,Computer Games
Data Analyst,MyGlamm | Good Glamm Group,Pune,Pune,Maharashtra,September,62,Mid-Senior level,Full-time,Information Technology,"IT Services and IT Consulting, Online Media, and Internet Publishing"
Data & Reporting Analyst,HP,Bengaluru,Bengaluru,Karnataka,November,7,Not Applicable,Full-time,Information Technology,"IT Services and IT Consulting, Computer Hardware Manufacturing, and Computer Software"
Sr Data Analyst,Anheuser-Busch InBev,Bengaluru,Bengaluru,Karnataka,November,2,Associate,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Computer and Network Security"
Data Analyst,Kora Management LP,Mumbai,Mumbai,Maharashtra,November,14,Entry level,Full-time,Information Technology,"Banking, Financial Services, and Accounting"
Data Analyst,Wolters Kluwer,Pune,Pune,Maharashtra,October,31,Not Applicable,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Staffing and Recruiting"
Data Analyst,PokerStars,Hyderabad,Hyderabad,Telangana,September,62,Not Applicable,Full-time,Information Technology,"Online Media, Computer Games, and Gambling Facilities and Casinos"
Data Analyst,Parity Cube Pvt. Ltd.,Mumbai,Mumbai,Maharashtra,October,31,Entry level,Full-time,Information Technology,Internet Publishing
Data Labeling Analyst,Sizzle,Bengaluru North,Bengaluru,Karnataka,October,31,Entry level,Full-time,Information Technology,"Computer Software, Internet Publishing, and Computer Games"
Data Analyst,WheelsEye,New Delhi,New Delhi,Delhi,October,31,Mid-Senior level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Internet Publishing"
Data Quality Analyst - SQL,PrimEra Medical Technologies,Hyderabad,Hyderabad,Telangana,November,7,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting
Data Analyst,AlphaSense,Pune,Pune,Maharashtra,November,14,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Internet Publishing"
Data Analyst,nanobi analytics,Bengaluru,Bengaluru,Karnataka,October,31,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Management Consulting"
Data Analyst,Milestone Inc,Bengaluru,Bengaluru,Karnataka,October,31,Entry level,Full-time,Information Technology,Marketing and Advertising
Data Analyst - Ingestion,Crowe,Noida,Noida,Uttar Pradesh,Not mentioned,0,Not Applicable,Full-time,Information Technology,"IT Services and IT Consulting, Financial Services, and Accounting"
Data Analyst - Supex,Fynd (Shopsense Retail Technologies Ltd.),Mumbai,Mumbai,Maharashtra,November,28,Entry level,Full-time,Information Technology,Internet Publishing
Analyst -Trading Analytics Data Team,Cargill,Gurgaon,Gurgaon,Haryana,November,2,Associate,Full-time,Finance and Sales,"Food and Beverage Services, Chemicals, and Food and Beverage Manufacturing"
Data Science Analyst,MSCI Inc.,Mumbai,Mumbai,Maharashtra,November,14,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Financial Services"
Data Analyst - Strategy & Finance,Anheuser-Busch InBev,Bengaluru,Bengaluru,Karnataka,November,2,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Computer and Network Security"
IT Data Analyst,ExxonMobil,Bengaluru,Bengaluru,Karnataka,October,31,Entry level,Full-time,Information Technology,"Chemicals, Staffing and Recruiting, and Oil and Gas"
Analyst Data Science,Grail Insights,Gautam Buddha Nagar,Gautam Buddha Nagar,Uttar Pradesh,October,31,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Management Consulting"
Data & Analytics Analyst,NatWest Markets Plc,Chennai,Chennai,Tamil Nadu,November,3,Associate,Full-time,Business Development and Sales,Banking
Data Analyst,CaaStle,Delhi,Delhi,Delhi,November,14,Entry level,Full-time,Information Technology,"Marketing and Advertising, Computer Software, and Retail"
Data Analyst - Consumer Loyalty (GoClub),Gojek,Bengaluru,Bengaluru,Karnataka,November,14,Entry level,Full-time,Information Technology,"Computer Software, Internet Publishing, and Financial Services"
Data Analyst,Reality Premedia Services Pvt Ltd,Pune,Pune,Maharashtra,November,28,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting
Data Analyst,Rocket Software,Pune,Pune,Maharashtra,September,62,Entry level,Full-time,Information Technology,IT Services and IT Consulting and Computer Software
Data Analyst,Appsian Security,Mumbai,Mumbai,Maharashtra,October,31,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Internet Publishing"
Marketing Data Analyst,Grow Your Staff,Not mentioned,Not mentioned,Not mentioned,September,62,Full-time,Not mentioned,Not mentioned,Not mentioned
Data Management Associate/ Data Management Analyst,Morningstar,Navi Mumbai,Navi Mumbai,Maharashtra,November,5,Entry level,Full-time,Other,Financial Services
Fraazo - Data Analyst,FRAAZO,Mumbai,Mumbai,Maharashtra,November,14,Entry level,Full-time,Information Technology,Manufacturing
People Data Analyst,Autodesk,Bengaluru,Bengaluru,Karnataka,November,4,Not Applicable,Full-time,Information Technology,"IT Services and IT Consulting, Design, and Computer Software"
Data Analyst - Consumer Platform,Gojek,Bengaluru,Bengaluru,Karnataka,November,14,Entry level,Full-time,Information Technology,"Computer Software, Internet Publishing, and Financial Services"
IT Data and Analytics Systems Analyst,Intel Corporation,Bengaluru,Bengaluru,Karnataka,November,2,Associate,Full-time,Information Technology,"IT Services and IT Consulting, Appliances, Electrical, and Electronics Manufacturing, and Computer Software"
Data Analyst - AgroTech (3-5 yrs),TALCHEMIST,Bengaluru,Bengaluru,Karnataka,September,62,Associate,Full-time,Information Technology,Human Resources
Senior Data Analyst,airtel,Gurugram,Gurugram,Haryana,November,21,Associate,Full-time,Information Technology,Telecommunications
Data Analyst,ACURA SOLUTIONS LTD,Mumbai,Mumbai,Maharashtra,November,3,Entry level,Full-time,Information Technology,"Staffing and Recruiting, Banking, and Financial Services"
Data Analyst (Finance Domain),Wipro Digital Operations and Platforms,Gurugram,Gurugram,Haryana,November,2,Mid-Senior level,Full-time,"Finance, Other, and Information Technology","Capital Markets, Venture Capital and Private Equity Principals, and Financial Services"
Global Data Analyst,Tenneco,Bangalore Urban,Bengaluru,Karnataka,November,14,Mid-Senior level,Full-time,Other,Motor Vehicle Manufacturing
Data Analyst,Envestnet | Yodlee India,Thiruvananthapuram,Thiruvananthapuram,Kerala,October,31,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Financial Services"
Data Analyst,JLL Technologies,Aurangabad,Aurangabad,Maharashtra,November,14,Entry level,Full-time,Information Technology,IT Services and IT Consulting
Analyst - Data Science,NuWare,Bengaluru,Bengaluru,Karnataka,October,31,Entry level,Full-time,Information Technology,"Computer Software, Banking, and Financial Services"
Data Analyst,FITTR,Pune,Pune,Maharashtra,October,31,Entry level,Full-time,Information Technology,Wellness and Fitness Services
Senior Data Analyst II,Flipkart,Bengaluru,Bengaluru,Karnataka,October,31,Not Applicable,Full-time,Information Technology,Internet Publishing and Manufacturing
Senior Data Analyst,Vamstar,Not mentioned,Not mentioned,Not mentioned,November,2,Full-time,Not mentioned,Not mentioned,Not mentioned
Senior Data Analyst,99Games,Bengaluru,Bengaluru,Karnataka,November,1,Mid-Senior level,Full-time,"Analyst, Product Management, and Information Technology","IT Services and IT Consulting, Entertainment, and Computer Games"
Data Analyst,Jobs via eFinancialCareers,Gurgaon,Gurgaon,Haryana,November,14,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Staffing and Recruiting, and Financial Services"
Marketing Data Analyst,Tide,Hyderabad,Hyderabad,Telangana,November,21,Associate,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Financial Services"
Data Analyst,Oceaneering,Kapra,Kapra,Telangana,November,1,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Construction, and Oil and Gas"
Data Processing Analyst,NielsenIQ,Chennai,Chennai,Tamil Nadu,November,7,Entry level,Full-time,General Business,"Marketing and Advertising, Manufacturing, and Retail"
Crescerance - Data Analyst - SQL Server,Crescerance,Noida,Noida,Uttar Pradesh,November,3,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Internet Publishing"
Associate Data Quality Assurance Analyst,Morningstar,Navi Mumbai,Navi Mumbai,Maharashtra,November,5,Internship,Full-time,Quality Assurance,Financial Services
Big Data Analyst,Ford Motor Company,Chennai,Chennai,Tamil Nadu,November,14,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Motor Vehicle Manufacturing"
Data Research Analyst,Machintel,Pune,Pune,Maharashtra,October,31,Full-time,Not mentioned,Not mentioned,Not mentioned
worxogo - Data Visualization Analyst,worxogo,Mumbai,Mumbai,Maharashtra,November,14,Entry level,Full-time,Information Technology,Computer Networking Products
Data Processing Analyst,NielsenIQ,Chennai,Chennai,Tamil Nadu,November,14,Entry level,Full-time,General Business,"Marketing and Advertising, Manufacturing, and Retail"
Data Quality Analyst,Euromonitor International,Bengaluru,Bengaluru,Karnataka,November,28,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Marketing and Advertising, and Computer Software"
Junior Data Engineer,Enerpac Tool Group,Bengaluru,Bengaluru,Karnataka,Not mentioned,0,Not Applicable,Full-time,Information Technology,"Appliances, Electrical, and Electronics Manufacturing, Industrial Automation Machinery, and Industrial Machinery"
Data Analyst,Emproto Technologies,Udipi,Udipi,Karnataka,September,62,Mid-Senior level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Internet Publishing"
Data Analyst,Reubro International,Kochi,Kochi,Kerala,October,31,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Internet Publishing"
Data Analyst,Nextwave Multimedia,Chennai,Chennai,Tamil Nadu,October,31,Entry level,Full-time,Information Technology,IT Services and IT Consulting
Data Operations Analyst (Call Back),bp,Pune,Pune,Maharashtra,November,4,Associate,Full-time,Finance,Oil and Gas
Data Analyst,AMBC INC,Hyderabad,Hyderabad,Telangana,October,31,Entry level,Full-time,Information Technology,IT Services and IT Consulting
Analyst-Data Visualization,Accenture in India,Bengaluru,Bengaluru,Karnataka,November,4,Entry level,Full-time,Research and Strategy/Planning,"IT Services and IT Consulting, Computer Software, and Financial Services"
Data Analyst,Systems Plus Solutions ,Mumbai,Mumbai,Maharashtra,November,14,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Financial Services"
Data Analyst-SAS,Optum,Chennai,Chennai,Tamil Nadu,November,14,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Hospitals and Health Care"
Data Quality Analyst,Civitas Learning,Pune,Pune,Maharashtra,November,7,Executive,Full-time,Engineering and Analyst,Computer Software and Higher Education
Marketing Data Analyst,Tide,Gurgaon,Gurgaon,Haryana,November,21,Associate,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Financial Services"
Data Analyst,Millions Advisory,Pune,Pune,Maharashtra,October,31,Mid-Senior level,Full-time,Information Technology,"IT Services and IT Consulting, Information Services, and Computer Software"
Data Analyst,Power2SME,Gurgaon,Gurgaon,Haryana,October,31,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Internet Publishing"
Data Analyst,"PerkinElmer, Inc.",Thane,Thane,Maharashtra,October,31,Entry level,Full-time,Information Technology,"Research Services, Biotechnology Research, and Pharmaceutical Manufacturing"
"Analyst, Specialist, Data Analyst, Technology and Operations",DBS Bank,Pune,Pune,Maharashtra,September,62,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Banking, and Financial Services"
Data Analyst,ALTBalaji,Mumbai,Mumbai,Maharashtra,October,31,Entry level,Full-time,Information Technology,Entertainment
Data Analyst,Invest India,Delhi,Delhi,Delhi,November,14,Entry level,Full-time,Information Technology,Government Relations
Data Analyst,ANR Software Pvt. Ltd.,Noida,Noida,Uttar Pradesh,November,28,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Internet Publishing"
Sr.Data Analyst,Mr. Cooper,Bengaluru,Bengaluru,Karnataka,November,28,Associate,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Financial Services"
Data Analysis Specialist,AstraZeneca,Chennai,Chennai,Tamil Nadu,November,28,Mid-Senior level,Full-time,Health Care Provider and Information Technology,Pharmaceutical Manufacturing
Clinical Data Analyst,Lilly India,Bengaluru,Bengaluru,Karnataka,November,2,Associate,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Pharmaceutical Manufacturing"
Officer (Data / Information Management Analyst),Citi,Chennai,Chennai,Tamil Nadu,November,28,Not Applicable,Full-time,Information Technology,"Banking, Financial Services, and Investment Banking"
Data Analyst,Samunnati,Chennai,Chennai,Tamil Nadu,November,7,Associate,Full-time,"Information Technology, Analyst, and Finance",Financial Services
Data Analyst,GlowTouch Technologies,Mangaluru,Mangaluru,Karnataka,November,28,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Internet Publishing"
Business Data Analyst - Kochi,entri.app,Kochi,Kochi,Kerala,November,7,Full-time,Not mentioned,Not mentioned,Not mentioned
Data Analyst,Azent Overseas Education,Mumbai,Mumbai,Maharashtra,September,62,Mid-Senior level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Internet Publishing"
Data Analyst,FE fundinfo,Chennai,Chennai,Tamil Nadu,September,62,Full-time,Not mentioned,Not mentioned,Not mentioned
Data Analyst - 1,Chegg Inc.,Sarita Vihar,Sarita Vihar,Delhi,November,21,Associate,Full-time,Information Technology,"Computer Software, E-Learning Providers, and Education Administration Programs"
Data Analyst,RiverForest Connections LLC.,Navi Mumbai,Navi Mumbai,Maharashtra,November,7,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Banking, and Financial Services"
Data Analyst,Koch Business Solutions India,Bengaluru,Bengaluru,Karnataka,November,5,Entry level,Full-time,Finance and Accounting/Auditing,"IT Services and IT Consulting, Computer Software, and Computer Networking Products"
Data Analyst in Electromobility,Volvo Group,Bengaluru,Bengaluru,Karnataka,November,6,Not Applicable,Full-time,"Science, Information Technology, and Engineering","Transportation, Logistics and Storage, Motor Vehicle Manufacturing, and Truck Transportation"
Data Analyst,ZipLoan,New Delhi,New Delhi,Delhi,October,31,Mid-Senior level,Full-time,Information Technology,Financial Services
Data Analyst,Priceline,Mumbai,Mumbai,Maharashtra,November,14,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Internet Publishing, and Hospitality"
Senior Data Analyst-R/Rshiny,ANZ,Bengaluru,Bengaluru,Karnataka,November,28,Mid-Senior level,Full-time,"Analyst, Finance, and Information Technology",Banking
"Analyst, Data Engineering (I5)",Dell Technologies,Nashik,Nashik,Maharashtra,November,28,Not Applicable,Full-time,Engineering and Information Technology,"IT Services and IT Consulting, Computer Hardware Manufacturing, and Computer Software"
"Data Analyst, Large Customers, South APAC",Criteo,Gurgaon,Gurgaon,Haryana,November,21,Not Applicable,Full-time,Information Technology,"Marketing and Advertising, Online Media, and Internet Publishing"
Data Analyst - Finance,CoLearn,Bengaluru,Bengaluru,Karnataka,November,7,Entry level,Full-time,Information Technology,E-Learning Providers
Senior Data Analyst,Invergence Analytics(Subsidiary of Convergence Inc),Hyderabad,Hyderabad,Telangana,November,6,Full-time,Not mentioned,Not mentioned,Not mentioned
Data Analyst,Vestas,Chennai,Chennai,Tamil Nadu,November,7,Not Applicable,Full-time,Engineering,Renewable Energy Semiconductor Manufacturing
Analyst - Digital and Data Analytics,American Express,Gurgaon,Gurgaon,Haryana,November,14,Entry level,Full-time,Management and Manufacturing,Financial Services
Lead Data Analyst,ValueLabs,Hyderabad,Hyderabad,Telangana,November,2,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting
"Data Analyst - SQL/ETL, Marketing & Sales",McKinsey & Company,Gurgaon,Gurgaon,Haryana,November,21,Associate,Full-time,Consulting and Information Technology,"Manufacturing, Retail, and Management Consulting"
Data Engineer (Fresher),Fragma Data Systems,Hyderabad,Hyderabad,Telangana,November,28,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Information Services, and Computer Software"
Data Analyst,RiverForest Connections LLC.,Mumbai,Mumbai,Maharashtra,November,7,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Banking, and Financial Services"
BI Data Analyst,Logitech,Chennai,Chennai,Tamil Nadu,November,21,Not Applicable,Full-time,"Design, Information Technology, and Engineering","IT Services and IT Consulting, Design, and Computers and Electronics"
Ref Data Mgmt Analyst 1 - C09,Citi,Gurgaon,Gurgaon,Haryana,November,14,Not Applicable,Full-time,Information Technology,"Banking, Financial Services, and Investment Banking"
Data Science Analyst,Banyan Data Services,Bengaluru,Bengaluru,Karnataka,October,31,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Internet Publishing"
Senior Data Analyst,Probirds,Gurugram,Gurugram,Haryana,November,7,Full-time,Not mentioned,Not mentioned,Not mentioned
Data Science - Analyst/Sr.Analyst,bluCognition,Pune,Pune,Maharashtra,November,14,Full-time,Not mentioned,Not mentioned,Not mentioned
Clinical Data Analyst,Eli Lilly and Company,Bengaluru,Bengaluru,Karnataka,November,14,Associate,Full-time,Information Technology,"Marketing and Advertising, Human Resources, and Financial Services"
Senior Data Analyst - Opportunity for Working Remotely,VMware,Bengaluru,Bengaluru,Karnataka,November,4,Not Applicable,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Financial Services"
Lead Data Analyst,Ai Palette,Bangalore Urban,Bengaluru,Karnataka,November,14,Mid-Senior level,Full-time,Information Technology,Computer Software
Data Analyst II,Cerner Corporation,Bengaluru,Bengaluru,Karnataka,November,6,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Hospitals and Health Care"
Data Analyst,Alqimi Group,Gurugram,Gurugram,Haryana,October,31,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Computer and Network Security"
Data Analyst,Aza Fashions,Mumbai,Mumbai,Maharashtra,November,6,Mid-Senior level,Full-time,Information Technology,Retail
Senior Data Analyst,Epsilon India,Bangalore Urban,Bengaluru,Karnataka,November,5,Mid-Senior level,Full-time,Information Technology,"IT Services and IT Consulting, Marketing and Advertising, and Computer Software"
Data Analyst,Aerofolic Business Solution,Coimbatore,Coimbatore,Tamil Nadu,October,31,Entry level,Full-time,Information Technology,IT Services and IT Consulting
Data Analyst II,Mr. Cooper,Chennai,Chennai,Tamil Nadu,November,28,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Financial Services"
Data Analyst,Basware,Chandigarh,Chandigarh,Chandigarh,November,14,Entry level,Full-time,Customer Service,"IT Services and IT Consulting, Computer Software, and Financial Services"
Data Analyst,TechNex Technologies Private Limited,Pune,Pune,Maharashtra,October,31,Entry level,Full-time,Information Technology,"Internet Publishing, Insurance, and Outsourcing and Offshoring Consulting"
Data Analyst,Advanced,Bengaluru,Bengaluru,Karnataka,November,28,Not Applicable,Full-time,General Business and Information Technology,IT Services and IT Consulting and Computer Software
Senior Data Analyst,Biglittle.ai,Not mentioned,Not mentioned,Karnataka,November,14,Full-time,Not mentioned,Not mentioned,Not mentioned
Data Visualization Analyst,TaskUs,Gurugram,Gurugram,Haryana,September,62,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Financial Services"
Data Analyst,dotSolved Systems Inc.,Chennai,Chennai,Tamil Nadu,November,21,Mid-Senior level,Full-time,Information Technology,Computer Software
Data Analyst,Mirchandanis Career Placements India Pvt. Ltd.,Delhi,Delhi,Delhi,September,62,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Financial Services"
Data Analyst,Enzen Global Solutions,Bengaluru,Bengaluru,Karnataka,September,62,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Appliances, Electrical, and Electronics Manufacturing, and Computer Software"
Data Analyst,"infoAnalytica, Inc.",Ahmedabad,Ahmedabad,Gujarat,October,31,Entry level,Full-time,Information Technology,"Computer Software, Staffing and Recruiting, and Human Resources"
Analyst-Data Visualization,Accenture in India,Bengaluru,Bengaluru,Karnataka,November,7,Entry level,Full-time,Research and Strategy/Planning,"IT Services and IT Consulting, Computer Software, and Financial Services"
Senior Data Analyst,Corpland India,Bengaluru,Bengaluru,Karnataka,November,7,Full-time,Not mentioned,Not mentioned,Not mentioned
Data Analyst,Realtime Recruitment,Dadra and Nagar Haveli,Dadra and Nagar Haveli,Dadra and Nagar Haveli,July,124,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Financial Services"
Collegedunia.com - Data Analyst (1-3 yrs),Collegedunia,Gurgaon,Gurgaon,Haryana,October,31,Associate,Full-time,Information Technology,IT Services and IT Consulting
Data Analyst,Adarsh Solutions Pvt Ltd,Bengaluru,Bengaluru,Karnataka,November,21,Entry level,Full-time,Information Technology,"Industrial Automation Machinery, Industrial Machinery, and Oil and Gas"
Data Analyst - Team Lead,BlueOptima,Bengaluru,Bengaluru,Karnataka,November,2,Associate,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Internet Publishing"
Master Data Analyst,"SPX FLOW, Inc.",Bangalore Urban,Bengaluru,Karnataka,October,31,Associate,Full-time,Information Technology,"IT Services and IT Consulting, Industrial Machinery, and Staffing and Recruiting"
Senior Data Analyst II,Flipkart,Bengaluru,Bengaluru,Karnataka,September,62,Not Applicable,Full-time,Information Technology,Internet Publishing and Manufacturing
Data Conversion Support Analyst,Epsilon India,Bangalore Urban,Bengaluru,Karnataka,November,5,Mid-Senior level,Full-time,Information Technology,"IT Services and IT Consulting, Marketing and Advertising, and Computer Software"
Data Management Associate/ Data Management Analyst,Morningstar,Navi Mumbai,Navi Mumbai,Maharashtra,November,6,Entry level,Full-time,Other,Financial Services
Sr Data Analyst,Honeywell,Bengaluru,Bengaluru,Karnataka,October,31,Associate,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Financial Services"
Senior Data Analyst,Epsilon India,Bangalore Urban,Bengaluru,Karnataka,November,4,Mid-Senior level,Full-time,Information Technology,"IT Services and IT Consulting, Marketing and Advertising, and Computer Software"
Data Analyst CCS,BCD Travel,Bengaluru,Bengaluru,Karnataka,November,14,Not Applicable,Full-time,Information Technology,Travel Arrangements
Marketing Data Analyst and Data Engineer,Hewlett Packard Enterprise,Bengaluru,Bengaluru,Karnataka,November,28,Not Applicable,Full-time,Information Technology,IT Services and IT Consulting
Zupee - Data Analyst - SQL/Python/Pandas,Zupee,Gurugram,Gurugram,Haryana,November,2,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Computer Games"
Data Engineer - Associate Analyst / Data Engineer I,Colgate-Palmolive,Mumbai,Mumbai,Maharashtra,August,93,Not Applicable,Full-time,Information Technology,"Transportation, Logistics and Storage, Manufacturing, and Retail"
Analyst-Data Visualization,Accenture in India,Bengaluru,Bengaluru,Karnataka,November,5,Entry level,Full-time,Research and Strategy/Planning,"IT Services and IT Consulting, Computer Software, and Financial Services"
Data Analyst,Shorelight,Delhi,Delhi,Delhi,September,62,Entry level,Full-time,Information Technology,"Higher Education, Non-profit Organizations, and Education Administration Programs"
TestingXperts - Data Analyst - Data Visualization Tools,TestingXperts,Hyderabad,Hyderabad,Telangana,November,6,Entry level,Full-time,Information Technology,IT Services and IT Consulting
Senior Data Analyst,Epsilon India,Bangalore Urban,Bengaluru,Karnataka,November,4,Associate,Full-time,Information Technology,"IT Services and IT Consulting, Marketing and Advertising, and Computer Software"
Data Analyst (L2/L1),"FIGmd, Inc.",Pune,Pune,Maharashtra,October,31,Associate,Full-time,Information Technology,IT Services and IT Consulting
Data Analyst,Horizontal Talent,Bangalore Urban,Bengaluru,Karnataka,October,31,Entry level,Full-time,Information Technology,Staffing and Recruiting
Data Analyst,NR Consulting,Bengaluru,Bengaluru,Karnataka,October,31,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting
Senior Data Analyst,McAfee,Bengaluru,Bengaluru,Karnataka,November,3,Mid-Senior level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Internet Publishing"
Data Analyst,Cambridge Technology (CT),Hyderabad,Hyderabad,Telangana,October,31,Mid-Senior level,Full-time,Other,Computer Software
Data Analyst,Maximus Human Resources Pvt Ltd.,Bengaluru,Bengaluru,Karnataka,November,28,Entry level,Full-time,Information Technology,"Marketing and Advertising, Online Media, and Public Relations and Communications"
Senior Data Analyst,Nium,Bengaluru,Bengaluru,Karnataka,September,62,Associate,Full-time,Engineering,"IT Services and IT Consulting, Computer Software, and Internet Publishing"
Data/Westock Analyst,RGBSI,Bengaluru,Bengaluru,Karnataka,October,31,Entry level,Contract,Information Technology,"Construction, Hospitals and Health Care, and Events Services"
Data Analyst - Digital Marketing Company,All Response Media,Hyderabad,Hyderabad,Telangana,November,14,Mid-Senior level,Full-time,Marketing,"Marketing and Advertising, Online Media, and Internet Publishing"
Data Management Analyst,Honeywell,Bengaluru,Bengaluru,Karnataka,November,28,Associate,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Financial Services"
Data Analyst,HR Consultancy,Gurgaon,Gurgaon,Haryana,October,31,Entry level,Full-time,Information Technology,"Staffing and Recruiting, Banking, and Human Resources"
Data Analyst ENO-AVP #174046,Credit Suisse,Mumbai,Mumbai,Maharashtra,October,31,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Banking, and Financial Services"
ITRM Data Protection Analyst,EY,Trivandrum,Trivandrum,Kerala,November,14,Associate,Full-time,Engineering and Information Technology,Accounting
